Tarih,Dağıtılan Enerji (MWh)
2022-08-27 20:00:00,2141.6922575864705
2022-08-27 21:00:00,2138.9231032311523
2022-08-27 22:00:00,1819.7009226747568
2022-08-27 23:00:00,1824.665925454538
2022-08-28 00:00:00,1963.6552178363472
2022-08-28 01:00:00,1978.1843271047712
2022-08-28 02:00:00,1997.9172531380013
2022-08-28 03:00:00,1961.995790151062
2022-08-28 04:00:00,1960.6932876263775
2022-08-28 05:00:00,1964.973466289232
2022-08-28 06:00:00,1824.0114278798067
2022-08-28 07:00:00,1807.089861537188
2022-08-28 08:00:00,1874.5049029915003
2022-08-28 09:00:00,1866.212048074908
2022-08-28 10:00:00,1774.1355405411307
2022-08-28 11:00:00,2318.5274630929343
2022-08-28 12:00:00,2317.192281054813
2022-08-28 13:00:00,2317.083320166402
2022-08-28 14:00:00,2316.441399902554
2022-08-28 15:00:00,2310.2757134260273
2022-08-28 16:00:00,2313.528630855079
2022-08-28 17:00:00,2323.031974411013
2022-08-28 18:00:00,2328.6442229726053
2022-08-28 19:00:00,2333.4575110864516
2022-08-28 20:00:00,2334.5215471713213
2022-08-28 21:00:00,2332.18703898548
2022-08-28 22:00:00,1944.720665936743
2022-08-28 23:00:00,1940.0523100292912
2022-08-29 00:00:00,2046.4221486817835
2022-08-29 01:00:00,2039.6879187617667
2022-08-29 02:00:00,2053.782080622453
2022-08-29 03:00:00,2044.5998258956863
2022-08-29 04:00:00,2032.6136268597868
2022-08-29 05:00:00,1998.2399744811507
2022-08-29 06:00:00,2000.168196466458
2022-08-29 07:00:00,2047.5275409258181
2022-08-29 08:00:00,2090.330048325687
2022-08-29 09:00:00,2095.1517761300956
2022-08-29 10:00:00,2075.0375523612624
2022-08-29 11:00:00,2504.4424322009627
2022-08-29 12:00:00,2483.864752951517
2022-08-29 13:00:00,2472.120103939655
2022-08-29 14:00:00,2447.0271465850906
2022-08-29 15:00:00,2444.8937791776407
2022-08-29 16:00:00,2444.8001654857985
2022-08-29 17:00:00,2446.8569138980743
2022-08-29 18:00:00,2451.7544493314676
2022-08-29 19:00:00,2460.373695620998
2022-08-29 20:00:00,2465.2216559385697
2022-08-29 21:00:00,2424.1806220850435
2022-08-29 22:00:00,1991.0521234961975
2022-08-29 23:00:00,1996.6400402784923
2022-08-30 00:00:00,1844.1128801788657
2022-08-30 01:00:00,1847.5458772114166
2022-08-30 02:00:00,1826.367888090039
2022-08-30 03:00:00,1823.0264700903535
2022-08-30 04:00:00,1903.586208001623
2022-08-30 05:00:00,1907.6821309740728
2022-08-30 06:00:00,1930.254609152236
2022-08-30 07:00:00,1919.2410048256122
2022-08-30 08:00:00,1906.1659234412566
2022-08-30 09:00:00,1872.4908226998682
2022-08-30 10:00:00,1827.3831218697017
2022-08-30 11:00:00,2320.1578808666986
2022-08-30 12:00:00,2292.157735019907
2022-08-30 13:00:00,2285.356606155135
2022-08-30 14:00:00,2267.585603608172
2022-08-30 15:00:00,2272.4494196833775
2022-08-30 16:00:00,2275.6345933494053
2022-08-30 17:00:00,2273.8206587621817
2022-08-30 18:00:00,2282.4907760019037
2022-08-30 19:00:00,2303.464651878079
2022-08-30 20:00:00,2305.231026310464
2022-08-30 21:00:00,2307.4214374008984
2022-08-30 22:00:00,1968.0616800884152
2022-08-30 23:00:00,1978.9621958045009
2022-08-31 00:00:00,1852.3103514852992
2022-08-31 01:00:00,1904.3897206435706
2022-08-31 02:00:00,1923.1539773800598
2022-08-31 03:00:00,1934.1583330611859
2022-08-31 04:00:00,1941.4788592786392
2022-08-31 05:00:00,1957.591069637785
2022-08-31 06:00:00,1968.9163544203961
2022-08-31 07:00:00,1974.8607931093698
2022-08-31 08:00:00,1939.0965037081523
2022-08-31 09:00:00,1937.4433676917845
2022-08-31 10:00:00,1916.4872201943583
2022-08-31 11:00:00,2290.4187853209346
2022-08-31 12:00:00,2285.8111439105805
2022-08-31 13:00:00,2275.840453360131
2022-08-31 14:00:00,2254.4972288393906
2022-08-31 15:00:00,2248.867186530899
2022-08-31 16:00:00,2249.8610287685383
2022-08-31 17:00:00,2250.439316262298
2022-08-31 18:00:00,2251.3325796646386
2022-08-31 19:00:00,2260.943602180419
2022-08-31 20:00:00,2260.5012402636794
2022-08-31 21:00:00,2259.9518280978486
2022-08-31 22:00:00,1892.492489400365
2022-08-31 23:00:00,1898.8671570864465
